"_raw","_time",action,adom,"adom_oid",advpnsc,app,appcat,assignip,auditid,auditreporttype,auditscore,audittime,"authentication_service",bandwidth,body,bytes,"bytes_in","bytes_out",cfgattr,cfgobj,cfgpath,cfgtid,"change_type",changes,cookies,cpu,"cpu_load_percent",cpuusage,craction,criticalcount,crlevel,crscore,date,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",desc,dest,"dest_interface","dest_ip","dest_ip_range","dest_mac","dest_port","dest_translated_ip","dest_translated_port","dest_zone",devid,devname,devtype,dir,disk,disk2usage,disklograte,diskusage,dstcountry,dstdevtype,dstfamily,dsthwvendor,dsthwversion,dstintf,dstintfrole,dstip,dstmac,dstosname,dstport,dstserver,dstswversion,dstuuid,duration,durationdelta,dvc,"error_num",espauth,esptransform,eventtime,eventtype,exch,fazlograte,fctuid,freediskstorage,from,"ftnt_action",group,highcount,host,id,identifier,"in_spi",index,init,interface,itime,"lease_duration",level,linecount,locip,locport,"log_action","log_id",logdesc,"logdev_id","logdev_last_logging","logdev_name","logdev_offline_duration",logid,lograte,logratelimit,logratepeak,logver,lowcount,masterdstmac,mastersrcmac,mediumcount,mem,"mem_free","mem_used",memusage,method,mode,msg,msgrate,nextstat,object,"object_attrs","object_category","object_id","object_path",operation,"out_spi",outintf,packets,"packets_in","packets_out",passedcount,"peer_notif","performed_on",policyid,policyname,policytype,poluuid,pri,product,"product_version",profile,proto,protocol,"protocol_version",punct,rcvdbyte,rcvddelta,rcvdpkt,rcvdpktdelta,reason,remip,remport,"resource_type",result,role,rule,"rule_id",sentbyte,sentdelta,sentpkt,sentpktdelta,seq,service,"session_id",sessionid,setuprate,severity,"severity_id",signature,sn,source,sourcetype,spi,"splunk_server","splunk_server_group",src,"src_interface","src_ip","src_ip_from_ui","src_ip_range","src_mac","src_port","src_port_range","src_translated_ip","src_translated_port","src_user","src_user_name","src_user_type","src_zone",srccountry,srchwvendor,srcintf,srcintfrole,srcip,srcmac,srcport,srcserver,srcuuid,ssid,stage,state,status,stitch,stitchaction,subtype,sysuptime,tag,"tag::action","tag::app","tag::eventtype","tag::object_category","tcp_flag",time,timeendpos,timestamp,timestartpos,total,totalsession,trandisp,tranip,tranport,transip,transport,trigger,tunnelid,tunnelip,tunnelname,tunneltype,type,tz,ui,used,user,"user_from","user_name","user_type",useralt,userfrom,vd,vendor,"vendor_action","vendor_eventtype","vendor_product","vendor_status","vendor_transport","vendor_url",version,vpntunnel,vpntype,waninfo,wifi,xauthgroup,xauthuser
"Nov  2 05:33:24 172.24.176.50 logver=704042662 timestamp=1762061597 devname=""PPPB_ORD_FW_01"" devid=""FG4H0FT923912617"" vd=""root"" date=2025-11-02 time=05:33:17 eventtime=1762029197877363128 tz=""+0900"" logid=""0100032007"" type=""event"" subtype=""system"" level=""information"" logdesc=""Super admin left VDOM"" user=""FortiManager"" ui=""fgfm_tunnel"" action=""vdom-switch"" reason=""none"" msg=""User FortiManager has left the virtual domain root""","2025-11-02T05:33:24.000+0900",,,,,,,,,,,,,,"User FortiManager has left the virtual domain root",,,,,,,,,,,,,,,,,,"2025-11-02",5,2,33,november,24,sunday,2025,local,,,,,,,,,,,FG4H0FT923912617,"PPPB_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PPPB_ORD_FW_01",,,,1762029197877363128,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100032007,,,fw,,,,,information,1,,,"vdom-switch",,"Super admin left VDOM",,,,,0100032007,,,,704042662,,,,,,,,,,,"User FortiManager has left the virtual domain root",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,none,,,,"Super admin left VDOM",,,,,,,,,,,,,informational,6,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,FortiManager,FortiManager,,,,,,,,,,,,,,,,,,system,,,,,,,,"05:33:17",16,1762061597,0,,,,,,,,,,,,,event,"+0900","fgfm_tunnel",,FortiManager,,FortiManager,,,,root,Fortinet,"vdom-switch",,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 05:32:35 172.28.174.30 logver=704042662 timestamp=1762061551 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-02 time=05:32:31 eventtime=1762029151339655540 tz=""+0900"" logid=""0101037141"" type=""event"" subtype=""vpn"" level=""notice"" logdesc=""IPsec tunnel statistics"" msg=""IPsec tunnel statistics"" action=""tunnel-stats"" remip=118.37.63.33 locip=211.118.169.254 remport=500 locport=500 outintf=""port25"" srccountry=""Korea, Republic of"" cookies=""7b5f9c6b6043d6c1/e196607f6bd34902"" user=""118.37.63.33"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""NCP_Tunnel"" tunnelip=N/A tunnelid=31382094 tunneltype=""ipsec"" duration=807841 sentbyte=161037375 rcvdbyte=1867536104 nextstat=600 fctuid=""N/A"" advpnsc=0","2025-11-02T05:32:35.000+0900",,,,0,ipsec,,"N/A",,,,,,,"IPsec tunnel statistics",,,,,,,,,,"7b5f9c6b6043d6c1/e196607f6bd34902",,,,,,,,"2025-11-02",5,2,32,november,35,sunday,2025,local,,"211.118.169.254",,"211.118.169.254",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,,,,,,,,807841,,"PYD_DMZ_FW",,,,1762029151339655540,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn",,,"N/A",,,,"N/A",,"172.28.174.30",0101037141,,,fw,,,,,notice,1,"211.118.169.254",500,"tunnel-stats",,"IPsec tunnel statistics",,,,,0101037141,,,,704042662,,,,,,,,,,,"IPsec tunnel statistics",,600,,,,,,,,port25,,,,,,,,,,,,Firewall,704042662,,,,,,1867536104,,,,,"118.37.63.33",500,,"IPsec tunnel statistics",,,,161037375,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,"118.37.63.33",,"118.37.63.33",,,,,,,,"118.37.63.33","118.37.63.33",,,"Korea, Republic of",,,,,,,,,,,,,,,vpn,,,,,,,,"05:32:31",16,1762061551,0,,,,,,,,,31382094,"N/A","NCP_Tunnel",ipsec,event,"+0900",,,"118.37.63.33",,"118.37.63.33",,"N/A",,root,Fortinet,"tunnel-stats",,"Fortinet Firewall",unknown,,,,"NCP_Tunnel",,,,"N/A","N/A"
"Nov  2 05:32:33 172.28.174.30 timestamp=1762029149 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762029149 date=""2025-11-02"" time=""05:32:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=328/sec, msgrate=94/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=328 msgrate=94 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=12 diskusage=1 disk2usage=0","2025-11-02T05:32:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=328/sec, msgrate=94/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-02",5,2,32,november,33,sunday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",05,,,fw,,,1762029149,,,1,,,Stats,0001010081,,,,,,05,328,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=328/sec, msgrate=94/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",94,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"05:32:29",16,1762029149,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 05:30:34 172.28.174.30 timestamp=1762029030 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762029029 date=""2025-11-02"" time=""05:30:30"" tz=""+0900"" adom=""root"" type=""appevent"" user=""system"" user_from=""system"" logid=""220004"" subtype=""system"" eventtype=""perf-stats"" level=""notice"" action=""Stats"" desc=""Adom performance statistics notice"" lograte=340 logratelimit=0 operation=""Perf stats"" performed_on=""Local system"" changes=""Show adom performance stats."" msg=""Adom root performance status: lograte=340/sec""","2025-11-02T05:30:34.000+0900",Stats,root,,,,,,,,,,,,,,,,,,,,,"Show adom performance stats.",,,,,,,,,"2025-11-02",5,2,30,november,34,sunday,2025,local,"Adom performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,,,,,,,,,,,,,,,,,,,,,,,,,"perf-stats",,,,,,,,,"172.28.174.30",,,,fw,,,1762029029,,notice,1,,,,,,,,,,220004,340,0,,,,,,,,,,,,,"Adom root performance status: lograte=340/sec",,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,,,,,,,,"___::_..._=_="".""_=""""_=""""_=_=""--""_=""::""_=""+""_=""""_=""",,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_appevent",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system,,,,,,,,"05:30:30",16,1762029030,0,,,,,,,,,,,,,appevent,"+0900",,,system,system,,,,,root,,,,,,,,,,,,,,
"Nov  2 05:00:04 172.28.174.30 logver=704042662 timestamp=1762059595 devname=""PYD_ASN_FW_01"" devid=""F2K60FTK23900027"" vd=""root"" date=2025-11-02 time=04:59:55 eventtime=1762027195206795897 tz=""+0900"" logid=""0100026003"" type=""event"" subtype=""system"" level=""information"" logdesc=""DHCP statistics"" interface=""fortilink"" total=253 used=0 msg=""DHCP statistics""","2025-11-02T05:00:04.000+0900",,,,,,,,,,,,,,"DHCP statistics",,,,,,,,,,,,,,,,,,"2025-11-02",5,2,0,november,4,sunday,2025,local,,,,,,,,,,,F2K60FTK23900027,"PYD_ASN_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PYD_ASN_FW_01",,,,1762027195206795897,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",0100026003,,,fw,,fortilink,,,information,1,,,,,"DHCP statistics",,,,,0100026003,,,,704042662,,,,,,,,,,,"DHCP statistics",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"DHCP statistics",,,,,,,,,,,,,informational,6,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system,,,,,,,,"04:59:55",16,1762059595,0,253,,,,,,,,,,,,event,"+0900",,0,,,,,,,root,Fortinet,,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 04:57:33 172.28.174.30 timestamp=1762027049 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762027049 date=""2025-11-02"" time=""04:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=279/sec, msgrate=71/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=279 msgrate=71 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=12 diskusage=1 disk2usage=0","2025-11-02T04:57:33.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=279/sec, msgrate=71/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-02",4,2,57,november,33,sunday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",04,,,fw,,,1762027049,,,1,,,Stats,0001010081,,,,,,04,279,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=279/sec, msgrate=71/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",71,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"04:57:29",16,1762027049,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 04:20:49 172.28.174.30 logver=704042662 timestamp=1762057246 devname=""PYD_MGT_FW"" devid=""FG10E0TB23900225"" vd=""mgt"" date=2025-11-02 time=04:20:46 eventtime=1762024845661604182 tz=""+0900"" logid=""0110052001"" type=""event"" subtype=""security-rating"" level=""notice"" logdesc=""Security Rating result change"" auditid=1762024842563 audittime=1762024845 auditscore=""22.6"" auditreporttype=""PostureReport"" criticalcount=0 highcount=0 mediumcount=0 lowcount=0 passedcount=0","2025-11-02T04:20:49.000+0900",,,,,,,,1762024842563,PostureReport,"22.6",1762024845,,,,,,,,,,,,,,,,,,0,,,"2025-11-02",4,2,20,november,49,sunday,2025,local,,,,,,,,,,,FG10E0TB23900225,"PYD_MGT_FW",,,,,,,,,,,,,,,,,,,,,,,"PYD_MGT_FW",,,,1762024845661604182,"ftnt_fortigate ftnt_fortigate_event",,,,,,,,0,"172.28.174.30",0110052001,,,fw,,,,,notice,1,,,,,"Security Rating result change",,,,,0110052001,,,,704042662,0,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Security Rating result change",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"security-rating",,,,,,,,"04:20:46",16,1762057246,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,mgt,Fortinet,,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 03:57:35 172.28.174.30 timestamp=1762023449 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762023449 date=""2025-11-02"" time=""03:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=327/sec, msgrate=95/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=327 msgrate=95 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=12 diskusage=1 disk2usage=0","2025-11-02T03:57:35.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=327/sec, msgrate=95/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-02",3,2,57,november,35,sunday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",03,,,fw,,,1762023449,,,1,,,Stats,0001010081,,,,,,03,327,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=327/sec, msgrate=95/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",95,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"03:57:29",16,1762023449,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 03:03:48 172.24.176.50 logver=704042662 timestamp=1762052407 devname=""PPKW_ORD_FW_01"" devid=""FG4H0FT923912759"" vd=""MGT"" date=2025-11-02 time=03:00:07 eventtime=1762020007340374521 tz=""+0900"" logid=""0100032550"" type=""event"" subtype=""system"" level=""information"" logdesc=""Autoscript delete result"" ui=""autod"" action=""delete_result"" msg=""User  delete the result of script autod.121 from autod""","2025-11-02T03:03:48.000+0900",,,,,,,,,,,,,,"User  delete the result of script autod.121 from autod",,,,,,,,,,,,,,,,,,"2025-11-02",3,2,3,november,48,sunday,2025,local,,,,,,,,,,,FG4H0FT923912759,"PPKW_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PPKW_ORD_FW_01",,,,1762020007340374521,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100032550,,,fw,,,,,information,1,,,"delete_result",,"Autoscript delete result",,,,,0100032550,,,,704042662,,,,,,,,,,,"User  delete the result of script autod.121 from autod",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Autoscript delete result",,,,,,,,,,,,,informational,6,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system,,,,,,,,"03:00:07",16,1762052407,0,,,,,,,,,,,,,event,"+0900",autod,,,,,,,,MGT,Fortinet,"delete_result",,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 03:03:48 172.24.176.50 logver=704042662 timestamp=1762052407 devname=""PPKW_ORD_FW_01"" devid=""FG4H0FT923912759"" vd=""MGT"" date=2025-11-02 time=03:00:07 eventtime=1762020007185278779 tz=""+0900"" logid=""0100032549"" type=""event"" subtype=""system"" level=""information"" logdesc=""Autoscript stop automatically"" msg=""script autod.121 stopped automatically""","2025-11-02T03:03:48.000+0900",,,,,,,,,,,,,,"script autod.121 stopped automatically",,,,,,,,,,,,,,,,,,"2025-11-02",3,2,3,november,48,sunday,2025,local,,,,,,,,,,,FG4H0FT923912759,"PPKW_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PPKW_ORD_FW_01",,,,1762020007185278779,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100032549,,,fw,,,,,information,1,,,,,"Autoscript stop automatically",,,,,0100032549,,,,704042662,,,,,,,,,,,"script autod.121 stopped automatically",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"Autoscript stop automatically",,,,,,,,,,,,,informational,6,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system,,,,,,,,"03:00:07",16,1762052407,0,,,,,,,,,,,,,event,"+0900",,,,,,,,,MGT,Fortinet,,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 03:03:48 172.24.176.50 logver=704042662 timestamp=1762052407 devname=""PPKW_ORD_FW_01"" devid=""FG4H0FT923912759"" vd=""MGT"" date=2025-11-02 time=03:00:07 eventtime=1762020007178054397 tz=""+0900"" logid=""0100032142"" type=""event"" subtype=""system"" level=""notice"" logdesc=""System configuration backed up"" ui=""auto-script"" action=""backup"" msg=""User  backed up the configuration from auto-script""","2025-11-02T03:03:48.000+0900",,,,,,,,,,,,,,"User  backed up the configuration from auto-script",,,,,,,,,,,,,,,,,,"2025-11-02",3,2,3,november,48,sunday,2025,local,,,,,,,,,,,FG4H0FT923912759,"PPKW_ORD_FW_01",,,,,,,,,,,,,,,,,,,,,,,"PPKW_ORD_FW_01",,,,1762020007178054397,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.24.176.50",0100032142,,,fw,,,,,notice,1,,,backup,,"System configuration backed up",,,,,0100032142,,,,704042662,,,,,,,,,,,"User  backed up the configuration from auto-script",,,,,,,,,,,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,,,,"System configuration backed up",,,,,,,,,,,,,low,5,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,system,,,,,,,,"03:00:07",16,1762052407,0,,,,,,,,,,,,,event,"+0900","auto-script",,,,,,,,MGT,Fortinet,backup,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 02:57:34 172.28.174.30 timestamp=1762019849 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762019849 date=""2025-11-02"" time=""02:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=330/sec, msgrate=97/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=330 msgrate=97 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=1 memusage=12 diskusage=1 disk2usage=0","2025-11-02T02:57:34.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=330/sec, msgrate=97/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,1,,,,,"2025-11-02",2,2,57,november,34,sunday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",02,,,fw,,,1762019849,,,1,,,Stats,0001010081,,,,,,02,330,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=330/sec, msgrate=97/sec, CPU usage(1%), Memory usage(12%), Disk usage(1%)",97,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"02:57:29",16,1762019849,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
"Nov  2 02:28:39 172.28.174.30 logver=704042662 timestamp=1762050514 devname=""PYD_DMZ_FW"" devid=""FG10E0TB23900424"" vd=""root"" date=2025-11-02 time=02:28:34 eventtime=1762018114953428521 tz=""+0900"" logid=""0101037131"" type=""event"" subtype=""vpn"" level=""error"" logdesc=""IPsec ESP"" msg=""IPsec ESP"" action=""error"" remip=66.132.153.155 locip=210.220.91.181 remport=4500 locport=500 outintf=""port28"" cookies=""N/A"" user=""N/A"" group=""N/A"" useralt=""N/A"" xauthuser=""N/A"" xauthgroup=""N/A"" assignip=N/A vpntunnel=""N/A"" status=""esp_error"" error_num=""Received ESP packet with unknown SPI."" spi=""4d658221"" seq=""07fcfd52"" fctuid=""N/A"" advpnsc=0","2025-11-02T02:28:39.000+0900",,,,0,,,"N/A",,,,,,,"IPsec ESP",,,,,,,,,,"N/A",,,,,,,,"2025-11-02",2,2,28,november,39,sunday,2025,local,,"210.220.91.181",,"210.220.91.181",,,,,,,FG10E0TB23900424,"PYD_DMZ_FW",,,,,,,,,,,,,,,,,,,,,,,"PYD_DMZ_FW","Received ESP packet with unknown SPI.",,,1762018114953428521,"err0r ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_vpn",,,"N/A",,,,"N/A",,"172.28.174.30",0101037131,,,fw,,,,,error,1,"210.220.91.181",500,error,,"IPsec ESP",,,,,0101037131,,,,704042662,,,,,,,,,,,"IPsec ESP",,,,,,,,,,port28,,,,,,,,,,,,Firewall,704042662,,,,,,,,,,,"66.132.153.155",4500,,"IPsec ESP",,,,,,,,07fcfd52,,,,,high,3,,,"udp:9514","fortigate_event",4d658221,"PYD_INT_LOG01",,"66.132.153.155",,"66.132.153.155",,,,,,,,,,,,,,,,,,,,,,,,"esp_error",,,vpn,,error,,,error,,,"02:28:34",16,1762050514,0,,,,,,,,,,,"N/A",,event,"+0900",,,,,,,"N/A",,root,Fortinet,error,,"Fortinet Firewall","esp_error",,,,"N/A",,,,"N/A","N/A"
"Nov  2 01:57:34 172.28.174.30 timestamp=1762016249 devname="".self"" devid=""FAZ3KGT223000012"" vd=""root"" itime=1762016249 date=""2025-11-02"" time=""01:57:29"" tz=""+0900"" log_id=""0001010081"" type=""event"" subtype=""system"" pri=""notice"" desc=""System performance statistics notice"" user=""system"" userfrom=""system"" msg=""System performance status: log rate low (1%), lograte=370/sec, msgrate=113/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)"" operation=""Perf stats"" performed_on=""Local system"" changes=""Show system performance stats."" lograte=370 msgrate=113 logratelimit=42000 logratepeak=60000 action=""Stats"" cpuusage=0 memusage=12 diskusage=1 disk2usage=0","2025-11-02T01:57:34.000+0900",,,,,,,,,,,,,,"System performance status: log rate low (1%), lograte=370/sec, msgrate=113/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",,,,,,,,,"Show system performance stats.",,,,0,,,,,"2025-11-02",1,2,57,november,34,sunday,2025,local,"System performance statistics notice",,,,,,,,,,FAZ3KGT223000012,".self",,,,0,,1,,,,,,,,,,,,,,,,,".self",,,,,"ftnt_fortigate ftnt_fortigate_event ftnt_fortigate_system",,,,,,,,,"172.28.174.30",01,,,fw,,,1762016249,,,1,,,Stats,0001010081,,,,,,01,370,42000,60000,,,,,,,,,12,,,"System performance status: log rate low (1%), lograte=370/sec, msgrate=113/sec, CPU usage(0%), Memory usage(12%), Disk usage(1%)",113,,,,,,,"Perf stats",,,,,,,,"Local system",,,,,notice,Firewall,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"udp:9514","fortigate_event",,"PYD_INT_LOG01",,,,,,,,,,,,system,system,,,,,,,,,,,,,,,,,,system,,,,,,,,"01:57:29",16,1762016249,0,,,,,,,,,,,,,event,"+0900",,,system,,system,,,system,root,Fortinet,Stats,,"Fortinet Firewall",unknown,,,,,,,,,
